customer_id,age,region,tenure_months,subscription_type,last_login_days_ago,num_support_tickets,monthly_spend,engagement_score,churned
310c0c00-3fa7-4104-9bf9-0e27dc96925e,34,South,21,Basic,45,0,29.95,100,0
23e2fcb4-72d8-467d-894a-05e430b187ef,53,East,26,Basic,10,1,29.02,100,1
766ecb15-474e-4c19-aef9-12766c006f61,39,North,56,Basic,35,1,11.91,100,1
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,60,South,9,Standard,72,0,57.62,74.75027353630782,0
db20a56e-dc81-4fe7-8eda-8bbb71710434,20,South,37,Basic,50,1,19.08,100,1
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,34,South,57,Standard,46,0,63.29,100,0
03c72ba8-d605-4770-8a63-f881ffd0f9d5,33,South,8,Basic,88,2,11.62,48.86148455106442,1
c0e9ab30-ed26-42e9-97e0-11b7f8102383,34,East,26,Standard,6,0,49.21,100,1
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,35,East,30,Basic,98,2,21,89.86727624034208,1
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,51,East,37,Standard,89,1,60.69,100,0
2a25a888-0f02-4ad0-a706-7ef466aa9385,33,North,42,Premium,65,0,88.43,100,1
63f2ae24-fc3d-4348-808d-4127610461e3,30,South,32,Premium,38,0,87.67,100,0
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,47,North,39,Standard,64,1,75.74,100,0
b253d218-6c4a-47ea-8906-17f2747b6dba,54,North,48,Basic,78,1,16.29,100,1
c88a618e-fed4-457d-bb02-6576f512c4c3,30,South,25,Standard,3,1,72.71,100,0
7c967f79-b7e9-4aca-a970-65e18e46d534,27,East,34,Basic,40,0,30.19,100,1
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,52,West,58,Standard,34,2,47.29,100,0
bc594585-9445-48c0-8ef8-c2d6f7fd5646,64,North,9,Premium,97,1,106.05,23.953722213982704,0
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,32,West,25,Standard,58,1,42.38,100,0
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,35,South,37,Basic,76,2,32.05,100,0
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,57,East,13,Basic,5,2,18.22,100,0
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,62,North,53,Standard,62,1,47.66,100,0
118a9d29-2f92-4996-99f1-95d014822f53,49,East,53,Standard,30,0,59.44,100,0
dca02eec-acda-4acc-9165-e21098543881,19,West,13,Standard,16,0,68.89,100,0
f10c718b-1eb0-438a-a75d-d5af3c365296,51,East,28,Standard,93,2,44.4,84.29568432953741,0
94340a03-3f07-4814-91d6-3f78e3e9de99,29,South,17,Standard,64,0,68.37,81.13451911478657,0
14fcdd54-9e8f-4965-8a2c-827e98326856,29,East,29,Basic,5,2,20.58,100,0
90b2b633-956b-4c0c-a849-9b926b5252e3,21,North,35,Standard,38,2,41.7,100,1
42c18a62-ef48-48d5-90fd-9d3f85d51695,61,West,28,Standard,46,2,43.19,100,0
506e5a9a-b758-488d-ab73-295b344a54b8,55,East,34,Basic,63,3,32.19,100,1
21813d25-6552-48a6-83ff-50113d1a85dd,44,South,50,Standard,2,2,53.9,100,0
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,47,South,7,Basic,83,1,37.9,39.28104414910789,0
ef8c485b-c07a-40f2-add4-253b50f0fd0a,28,West,13,Basic,20,0,17.65,100,1
9f044aed-7552-4327-8262-7f7312922f83,49,East,45,Standard,40,0,58.19,100,0
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,33,South,22,Basic,32,1,19.37,100,0
8181a8cc-3691-47eb-89a2-688b12c136e0,30,South,33,Premium,25,1,106.05,100,0
5958a499-eeea-463e-a1e8-ac6843e42caf,66,West,11,Basic,5,3,32.76,100,0
3e896c64-e117-4ac3-919c-4ea3e1805081,37,South,47,Premium,6,2,89.22,100,0
702cdd20-2862-48b8-88f4-ef125e9953d2,35,South,12,Basic,12,2,38.76,100,0
4d71c366-b41b-4143-8b10-550cd5704f32,49,East,44,Standard,17,1,54.53,100,0
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,32,North,7,Standard,93,3,72.22,27.864504519525404,1
aaf91531-0200-41f0-8768-a84fa76afde6,67,North,51,Standard,35,0,68.46,100,0
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,68,East,58,Premium,11,1,106.59,100,0
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,53,West,30,Basic,43,1,35.36,100,0
e3c43657-1d8c-4bac-83b4-09ef2260e70f,31,West,39,Basic,1,0,34.01,100,0
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,52,North,5,Basic,39,2,18.54,74.49580145538167,1
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,29,South,41,Standard,19,2,76.73,100,0
afffcfd2-341e-440b-97c7-00aab7b56ea7,64,North,12,Standard,43,2,40.03,89.78376863954037,0
81627cf1-4394-42e6-9a58-7e8aa25d6b29,52,South,37,Premium,68,0,119.45,100,0
e87d1c78-e7c4-41c7-8049-7b717d106c60,67,West,59,Basic,97,2,11.96,100,1
a2607723-17a0-4f49-8d01-280fd89a40c0,62,West,16,Premium,7,1,118.93,100,1
0b49452d-46d4-43f3-9450-281c6c6f7633,39,East,34,Standard,89,1,57.75,100,0
217d65a0-c568-41cd-9563-f61600e85ece,42,South,4,Standard,18,4,70.04,95.66769619596518,0
295d6fbf-430f-401d-bad4-09e2a319dcb4,50,North,25,Premium,72,0,83.69,100,1
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,36,South,34,Standard,22,2,41.49,100,0
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,29,South,7,Standard,18,1,50.33,90.06854676353842,0
b0e6a969-e213-42b0-b1ee-dba313432e61,63,South,10,Standard,8,2,43.77,100,0
093923de-8bab-4e3b-a628-6bfbe767dcea,29,North,34,Standard,78,3,44.8,100,1
8d7248e2-951f-48d0-9e84-f058d5a804eb,32,West,21,Standard,18,0,56.44,100,0
0ab54bde-20a0-4502-ae06-809725e97977,44,North,47,Standard,7,1,71.49,100,0
eededb07-e623-4689-9d59-cd2a4eea04e7,48,West,10,Standard,30,1,68.03,84.13188284,1
0a368ce7-dc57-4131-b8e1-daa7cbceabde,21,South,7,Premium,43,0,91.64,79.22297503032284,1
ae9bec36-35c7-436c-9b99-62c6e61fecc0,26,South,9,Standard,87,3,45,45.43298029036388,1
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,36,West,60,Standard,88,0,62.56,100,0
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,51,North,55,Standard,21,0,62.24,100,0
bfddc3d9-9ee3-4c2a-b94d-62046808593f,27,North,14,Standard,56,2,70.02,71.64381172,1
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,56,West,60,Premium,67,2,105.27,100,1
ccc56569-f9e8-4369-a999-b735dd56cc94,20,North,8,Basic,69,1,38.33,57.33785911790748,0
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,61,North,58,Basic,69,0,26.63,100,1
ecab3301-bc8f-4d29-adea-94930658663a,40,South,52,Basic,43,0,16.86,100,0
696608aa-ee49-4329-884a-7b28550a1b46,47,North,55,Standard,16,2,67.45,100,1
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,22,West,40,Standard,64,3,57.68,100,1
28c13091-444d-410b-bf87-e362cf8d446a,31,West,33,Basic,65,1,36.95,100,0
61ee411a-1bac-47a7-b386-f7a4c991603f,40,South,4,Premium,5,4,92.73,100,1
787f2425-dbcc-4477-89e9-db0adf465290,47,South,6,Basic,6,1,11.64,100,1
eb1fa9f2-d10b-41d0-b317-347038f16a81,35,South,20,Standard,9,1,61.14,100,1
d20eac17-4e20-4d1a-9983-36e375d66ed4,69,East,35,Basic,24,1,28.93,100,0
39118497-3a43-42ba-9f0f-06cbcb9bc326,62,West,12,Premium,95,3,83.19,24.435671348288494,1
6601ddd0-3170-4437-a8f7-ef5a060edf5b,51,South,25,Basic,10,2,27.99,100,0
11c58ef0-dd46-4c09-8752-87aa5408f9ac,45,South,46,Basic,79,3,31.07,100,0
59e4b671-4774-4c58-85f8-bc16f7860b50,67,East,37,Premium,61,2,117.65,100,0
adf4e62d-6651-429e-8268-690ba43825b5,22,South,55,Standard,90,2,40.56,100,1
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,62,North,53,Premium,44,0,112.05,100,0
e08596db-1d87-4966-8710-d430f071d879,38,West,55,Basic,67,1,27.52,100,0
94a1875d-2db6-4edb-82de-ffccf86c2ca2,59,North,49,Premium,16,3,112.64,100,0
09cb3942-43f5-4a85-bbc9-f87af668a617,57,North,28,Standard,33,1,67.11,100,0
587ef344-6f3f-420c-98b8-e4cc1bc044fc,61,North,23,Standard,76,0,58.53,100,1
6fb78271-504d-481f-8953-5b63ba81edd9,52,West,17,Premium,20,1,94.98,100,0
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,49,West,10,Basic,95,3,13.55,46.94531874506444,1
30a900ad-939b-462d-a645-f129629c2ae3,53,South,4,Standard,40,3,66.22,61.894059132933926,1
6fa17735-b572-43d0-8b5c-ea6a41357e8c,33,West,32,Standard,10,0,58.68,100,0
ce777f00-ecf2-4e76-8519-7ff4006ed6e3,57,East,14,Standard,88,0,52.12,56.10570033958465,0
f0b5156b-b82c-4074-afd5-dea589d7fd6c,38,East,58,Premium,38,2,96.24,100,1
3270e4fa-abae-4f43-bcae-8081bdf070aa,57,South,7,Basic,95,0,29.9,29.996879517526416,1
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,68,East,24,Basic,21,2,20.9,100,1
9f871ce7-5487-4d4f-abb7-a385aa0b7b14,56,West,47,Premium,7,1,89.07,100,0
1fe771d6-d917-4793-a9d3-c2e6505cc686,27,North,46,Standard,26,2,44.57,100,1
81d2c7de-4ce1-4b90-a669-7833b841d0a0,29,North,14,Basic,33,4,20.09,100,0
5380b904-688c-4015-aab9-7e494f2d4796,52,South,37,Standard,53,1,60.09,100,1
8dedf9fb-4bb0-4f20-b27c-40266703b636,37,North,55,Premium,92,1,98.33,100,0
aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,35,East,31,Basic,18,1,32.4,100,1
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,55,North,31,Premium,18,1,118.77,100,0
91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,64,East,57,Premium,44,0,100.42,100,0
d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,32,South,47,Premium,74,2,80.88,100,1
35ce8841-4973-4d6c-8dca-bfb7001a9a8b,62,East,53,Basic,34,3,20.24,100,0
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,23,South,4,Basic,38,1,23.6,67.97787939638219,1
7118e364-7709-4749-927e-ecfaa79ac9aa,48,West,24,Standard,84,0,78.25,92.68774256075024,0
82dc4c8e-36b5-429a-acf5-e81e71316269,52,East,28,Standard,9,1,48.56,100,1
f5b78cc7-e6b3-4944-8b32-3e357922bac2,38,West,50,Standard,6,0,48.44,100,0
a8aa7158-2b70-4525-bc67-f831cbc84759,41,East,48,Premium,41,3,118.57,100,0
a9f25336-83f4-49a9-88a6-39d015b52908,68,North,21,Standard,60,0,61.94,95.96728477436527,0
17e8392a-55ce-45db-9e87-e04ca2086977,24,South,55,Standard,23,0,56.58,100,0
3c20592f-c04a-46c4-b3b6-3fe1d1843324,23,South,6,Premium,73,0,109.56,46.523155135766245,1
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,51,West,48,Standard,38,1,54.41,100,0
0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,49,East,21,Basic,67,2,38.17,100,0
9c7c7377-79a2-4903-bbe3-3b243eae0032,44,North,41,Standard,27,1,54.35,100,0
74962764-12a4-4ef0-84bb-b7a9d98868dd,23,East,52,Standard,49,0,43.03,100,0
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,25,West,60,Standard,35,1,78.72,100,0
624c69b6-b244-45a7-b7e5-848131c681ec,33,East,45,Premium,39,2,103.79,100,1
25c73c44-3e75-43b4-a64f-a6637e8f8095,54,West,30,Standard,18,4,46.83,100,1
e4855aa1-016b-4287-b008-05cca7f36ae9,48,East,55,Basic,68,2,12.99,100,1
e2add909-c521-4f2d-9c45-d539c03f3538,45,North,9,Premium,49,0,103.13,64.72063486231548,1
3805f907-6cd6-4193-8746-8f591b494e15,29,West,30,Basic,20,0,36.78,100,0
b227462c-f53d-4330-8dda-24ba2d06e8cf,51,North,51,Standard,57,2,54.68,100,0
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,33,South,2,Basic,27,1,20.7,82.82441417819298,1
1f115b76-d92c-4227-aadf-50853fcb7546,20,West,58,Standard,37,1,56.84,100,0
76f2dbfe-cd29-436f-a222-82e174daaebf,26,East,60,Standard,81,2,40.45,100,0
8f15ba58-fce6-4504-87f8-424daae65fc1,31,West,53,Standard,34,2,56.88,100,0
c1581092-f335-4ba3-913a-7052986f9025,36,South,51,Premium,18,1,100.46,100,0
d0a44432-9cd6-4852-b14c-7df4e4347d51,36,East,52,Basic,37,0,15.87,100,0
6d3ee1dc-8139-4443-a45b-712eb8225688,58,East,14,Standard,67,0,40.88,80.28303034666918,0
722764e6-8c41-461b-a827-a1b9d4a02e53,39,North,56,Basic,54,2,16.75,100,1
dc8aee30-be60-43f7-a8be-9288e5af6e39,65,West,37,Standard,32,2,74.52,100,1
c074718e-425a-409f-b337-c59979844388,25,North,23,Standard,75,2,42.94,90.51015303376414,0
46fde062-a33d-47af-9701-410d3f4b1a70,46,East,4,Standard,91,0,60.46,17.44916101775954,1
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,19,West,34,Standard,0,1,61.31,100,0
709b7d97-464c-44af-bd3f-3799a07295e9,46,North,49,Standard,13,1,74.73,100,0
3c07c574-4925-4af1-b6aa-e05b13d5f2f7,63,North,8,Basic,96,2,10.2,31.77350703,1
e49d681d-51d8-4c64-95fa-1ab8458f1f19,58,North,24,Standard,58,2,74.88,100,0
269cd696-236c-4b87-94a0-bccb8a476a87,63,North,1,Basic,18,3,19.15,80.16938948,1
271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,64,West,18,Basic,67,1,33.24,88.46793012,1
6a34c854-1071-4d51-b6c5-9dacb4d7e28e,37,North,33,Standard,14,2,52.82,100,0
7746d0ba-8ae8-405b-94b4-a48268586eba,26,North,39,Premium,83,3,90.4,100,1
d5385b0e-34f3-493c-8ff0-a55c6a702e2f,29,East,43,Standard,44,3,49.72,100,0
c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,26,North,38,Standard,59,1,62.39,100,1
05000bc6-b20d-4b6e-b231-1f1795863a76,40,West,11,Standard,56,0,68.87,90.97079500733315,0
9360715f-c3fe-4183-a172-b725db52ca58,54,West,1,Basic,19,1,14.56,100,0
f1578470-0182-47c4-ba1b-58066160a6b4,44,South,11,Basic,37,3,21.47,96.27951455,1
63d62a39-c0e3-4efd-8c71-e0fe5a0cdd7c,63,South,43,Basic,50,0,31.58,100,0
d5f25073-f414-42b1-a442-9ebbda7b9095,54,South,37,Premium,34,4,104.71,100,0
bc10fa52-bf5d-4fdf-89c8-d2ab6b44fa8d,54,North,49,Standard,85,1,69.77,100,1
e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,66,North,46,Standard,20,2,60.92,100,0
45df16b6-382c-443f-bcfc-9b793875394c,68,North,17,Standard,81,2,74.23,58.91835468809198,0
638c254c-076e-4bba-bc53-08bf6f92f25e,34,North,36,Premium,63,2,105.55,100,0
cc530e36-addc-4e13-ab3b-4d37560c95ee,29,South,17,Premium,25,4,113.49,100,1
d72b6108-2a40-4f12-b963-f37f67814c1f,32,East,11,Premium,80,4,104.41,64.65806019208385,1
fb10987f-20ac-4703-ab67-146a77a6e17c,55,East,59,Basic,46,2,10.83,100,1
e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,27,South,21,Basic,65,2,19.54,100,1
a9ba5a27-907b-4e36-9786-48f864de82e6,25,North,60,Standard,0,2,41.38,100,0
6db99102-a48b-4dbe-957d-94a106f028ff,47,East,38,Basic,71,0,35.24,100,0
2e85cb21-7631-4e9d-9de9-f86322bd3388,51,South,60,Standard,59,0,75.25,100,0
53cd6268-610c-4373-8299-9aa40cdf742b,51,East,3,Premium,77,0,112.54,32.59552968313616,0
56666f9f-53ac-4ab9-b467-2cd9362f5e5c,47,North,13,Standard,52,2,50.15,83.58112263828716,0
473bd358-610e-4a64-a130-1617c2dff335,53,West,54,Basic,31,2,34.07,100,1
6bebac31-d4f8-4d72-b382-1cfdc083b73a,25,South,12,Standard,77,3,61.36,41.618195276634566,0
78660765-14f7-4e8d-95bc-b8d04094dded,46,South,18,Basic,37,3,10.42,100,0
0d557b61-8a17-4dfe-bfc0-0dc804f64d86,21,West,18,Premium,12,1,115.49,100,0
39669fa7-5997-4043-b3b1-025bfff9f585,40,South,29,Basic,90,2,26.77,95.31493369065132,1
f510ab53-c7fe-439f-9190-f938a66fd7f7,21,East,25,Basic,20,3,25.15,100,1
07f194f9-c115-4d6d-8a4e-5b70a6d964a3,52,East,48,Basic,77,1,10.51,100,1
d6d7b3b8-3309-4d35-bf4d-f561f319c125,26,North,38,Standard,55,3,50.41,100,0
3d114802-2702-478b-9f0f-da8d05379ff6,20,West,6,Standard,20,2,54.95,99.13469036715476,1
1d48a071-ab61-47b1-b93b-4c3220500494,61,East,53,Standard,12,1,45.05,100,0
770c7798-37cc-463b-b2a0-345990604f62,42,East,47,Basic,11,1,37.28,100,0
5e6fea07-c453-4f1d-8199-2fdfb31022f0,45,West,47,Basic,91,1,30.03,100,0
f6b751f7-9b74-4245-9b1b-c8952af43ab7,51,North,6,Standard,95,2,66.43,32.886691693580026,0
c71d5e60-1d52-46ab-b7e6-427cbf780e3f,26,West,11,Premium,86,2,105.38,33.485542351080284,0
4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,51,South,28,Standard,86,3,56.75,100,1
edcb8cb6-0692-4c63-9424-aed51bac5c15,34,East,26,Basic,56,3,21.68,100,1
e87466d7-ad66-41bd-9367-6a024fdc6e1b,45,East,43,Premium,46,2,82.04,100,0
